index,kind,name,codepoint,ink,light,sig
150,symbol,SetlockScreen,U+E7B5,252,286,103810fe8282fefe
151,symbol,MapPin2,U+E7B7,137,163,101010387c6c7c38
152,symbol,Package,U+E7B8,262,312,1e1e1e02ff03ff00
153,symbol,Package,U+E7B8,262,312,1e1e1e02ff03ff00
154,symbol,Warning,U+E7BA,174,230,92d6d47c78383010
155,symbol,ReadingList,U+E7BC,279,349,fffffefefffff700
156,symbol,Education,U+E7BE,277,319,7fdefecfce780000
157,symbol,ShoppingCart,U+E7BF,247,282,fc0cfc8406fe0300
158,symbol,Train,U+E7C0,347,418,fecefe86fefefefe
159,symbol,Flag,U+E7C1,256,276,0606f63e36f6fe3e
160,symbol,Move,U+E7C2,199,252,3838d6efd6383810
161,symbol,Page,U+E7C3,219,249,82828282e2e27e3e
162,symbol,TaskView,U+E7C4,312,388,7f7f7f63ff7f7f63
163,symbol,BrowsePhotos,U+E7C5,420,522,c0feffffffffffff
164,symbol,HalfStarLeft,U+E7C6,206,222,1c1c1c1e1f101010
165,symbol,HalfStarRight,U+E7C7,195,209,e070f0f0f0303010
166,symbol,Record,U+E7C8,385,401,78fcfcfcfc780000
167,symbol,TouchPointer,U+E7C9,278,351,b01fdffff7333100
168,symbol,Ferry,U+E7E3,285,336,93d7fefefe7c3800
169,symbol,Highlight,U+E7E6,245,294,7868fc8486ff0303
170,symbol,ActionCenterNotification,U+E7E7,772,829,ffffffffffffffff
171,symbol,PowerButton,U+E7E8,159,184,86820232b6fc7830
172,symbol,Build,U+E7EA,132,146,000cfeff060c0000
173,symbol,DrivingMode,U+E7EC,277,331,7fff87ff83fe0000
174,symbol,StepOver,U+E7ED,222,273,fefef4e4647c3800
175,symbol,StepOver,U+E7ED,222,273,fefef4e4647c3800
176,symbol,StepInto,U+E7EE,239,284,e0e0ffc383ffff00
177,symbol,StepInto,U+E7EE,239,284,e0e0ffc383ffff00
178,symbol,Admin,U+E7EF,223,261,30101ff3c3ffff00
179,symbol,Admin,U+E7EF,223,261,30101ff3c3ffff00
180,symbol,CC,U+E7F0,328,393,ffffff27ffff0000
181,symbol,SDCard,U+E7F1,234,277,86868484bebefe7e
182,symbol,CallForwarding,U+E7F2,222,287,f8fc5eceface4400
183,symbol,SettingsDisplaySound,U+E7F3,273,332,f8ffffe343ffff00
184,symbol,TVMonitor,U+E7F4,220,261,38ffff0303ffff00
185,symbol,Speakers,U+E7F5,349,387,bcbcb4fcfcfcfc00
186,symbol,Headphone,U+E7F6,232,272,cececec686cc7c00
187,symbol,Game,U+E7FC,238,293,86ffb7cf47fe0000
188,symbol,Car,U+E804,277,331,7fff87ff83fe0000
189,symbol,Walk,U+E805,281,348,fc7c7cecfc7c7030
190,symbol,Bus,U+E806,410,459,fec6fe93fffefe00
191,symbol,Grid,U+E80A,333,459,6bffff6bff6bffff
192,symbol,Home,U+E80F,194,250,bebebf86cc783000
193,symbol,ParkingLocation,U+E811,278,369,feffeffffef80000
194,symbol,MapCompassTop,U+E812,60,67,0000003830300000
195,symbol,MapCompassBottom,U+E813,60,67,3030383000000000
196,symbol,IncidentTriangle,U+E814,368,408,fefe7c7c38381000
197,symbol,Touch,U+E815,289,350,8c8efefc3c3c3c18
198,symbol,MapDirections,U+E816,229,345,7ccebffbf6ec7830
199,symbol,StartPoint,U+E819,171,230,38784cccb4f4fc78
200,symbol,StopPoint,U+E81A,180,256,38784cfcbcfcfc78
201,symbol,EndPoint,U+E81B,256,276,0606f63e36f6fe3e
202,symbol,History,U+E81C,186,239,866330101793ff78
203,symbol,Location,U+E81D,287,331,ceb67a7abac6fc00
204,symbol,MapLayers,U+E81E,303,411,fefffeffc7ee7800
205,symbol,Accident,U+E81F,298,378,3c7ff6efdbf67c58
206,symbol,Work,U+E821,367,390,ff037bff03ff7800
207,symbol,Construction,U+E822,336,392,fefc7e7e3e3f3900
208,symbol,Recent,U+E823,190,230,860373731392fe78
209,symbol,Recent,U+E823,190,230,860373731392fe78
210,symbol,Bank,U+E825,441,514,fffefefeffee3800
211,symbol,Map,U+E826,278,364,ffffafafefff0c00
212,symbol,InkingToolFill2,U+E829,263,302,003878fcfcfe0000
213,symbol,HighlightFill2,U+E82A,270,316,0000fcfcfcfe0000
214,symbol,EraseToolFill,U+E82B,144,156,3e1f0e0400000000
215,symbol,EraseToolFill2,U+E82C,312,346,2070f8fcf8f06000
216,symbol,Dictionary,U+E82D,360,423,ff838383bfbffffe
217,symbol,DictionaryAdd,U+E82E,347,420,ff838383bfbffffe
218,symbol,ToolTip,U+E82F,191,237,38686cc686c67c38
219,symbol,ChromeBack,U+E830,239,266,180c06ff060c1810
220,symbol,ProvisioningPackage,U+E835,289,340,fe3e7e6cf8fcfe00
221,symbol,AddRemoteDevice,U+E836,316,348,ffffff8782fe0000
222,symbol,FolderOpen,U+E838,302,347,fe9e9e9e9e9efefe
223,symbol,FolderOpen,U+E838,302,347,fe9e9e9e9e9efefe
224,symbol,Ethernet,U+E839,301,344,fefefe0f0fffff00
225,symbol,DirectAccess,U+E83B,221,284,fcfcfcccccfcfc00
226,symbol,DefenderApp,U+E83D,645,722,fcfeffffffffff38
227,symbol,BatteryCharging9,U+E83E,268,337,fefefefefe000000
228,symbol,Battery10,U+E83F,290,341,fefefefefe000000
229,symbol,Pinned,U+E840,182,247,363c6cdebce06000
230,symbol,PinFill,U+E841,185,191,0030f0f0f0100000
231,symbol,Battery0,U+E850,85,134,fefe82fefe000000
232,symbol,Battery1,U+E851,111,161,fefe86fefe000000
233,symbol,Battery2,U+E852,129,179,fefe8efefe000000
234,symbol,Battery3,U+E853,147,206,fefe8efefe000000
235,symbol,Battery4,U+E854,165,224,fefe9efefe000000
236,symbol,Battery5,U+E855,191,242,fefe9efefe000000
237,symbol,Battery6,U+E856,210,260,fefebefefe000000
238,symbol,Battery7,U+E857,228,278,fefebefefe000000
239,symbol,Battery8,U+E858,246,296,fefefefefe000000
240,symbol,Battery9,U+E859,264,323,fefefefefe000000
241,symbol,BatteryCharging0,U+E85A,99,155,fefe82fefe000000
242,symbol,BatteryCharging1,U+E85B,114,174,fefe86fefe000000
243,symbol,BatteryCharging2,U+E85C,133,193,fefe8efefe000000
244,symbol,BatteryCharging3,U+E85D,151,220,fefe8efefe000000
245,symbol,BatteryCharging4,U+E85E,169,238,fefe9efefe000000
246,symbol,BatteryCharging5,U+E85F,195,256,fefe9efefe000000
247,symbol,BatteryCharging6,U+E860,214,274,fefebefefe000000
248,symbol,BatteryCharging7,U+E861,232,292,fefebefefe000000
249,symbol,BatteryCharging8,U+E862,250,310,fefefefefe000000
250,symbol,BatterySaver0,U+E863,92,152,fefe82fefe000000
251,symbol,BatterySaver1,U+E864,107,171,fefe86fefe000000
252,symbol,BatterySaver2,U+E865,126,190,fefe8efefe000000
253,symbol,BatterySaver3,U+E866,144,217,fefe8efefe000000
254,symbol,BatterySaver4,U+E867,162,235,fefe9efefe000000
255,symbol,BatterySaver5,U+E868,188,253,fefe9efefe000000
256,symbol,BatterySaver6,U+E869,207,271,fefebefefe000000
257,symbol,BatterySaver7,U+E86A,225,289,fefebefefe000000
258,symbol,BatterySaver8,U+E86B,243,307,fefefefefe000000
259,symbol,SignalBars1,U+E86C,0,0,0000000000000000
260,symbol,SignalBars2,U+E86D,16,24,0c00000000000000
261,symbol,SignalBars3,U+E86E,56,69,3c30300000000000
262,symbol,SignalBars4,U+E86F,108,147,fcf0f04000000000
263,symbol,SignalBars5,U+E870,142,181,fcf0f0c080000000
264,symbol,SignalNotConnected,U+E871,92,118,f0f0f0e000000000
265,symbol,Wifi1,U+E872,7,9,c000000000000000
266,symbol,Wifi2,U+E873,36,48,e0c0000000000000
267,symbol,Wifi3,U+E874,93,116,f8f070c000000000
268,symbol,Vibrate,U+E877,261,295,b48787878785fcfc
269,symbol,RoamingInternational,U+E878,265,287,fcfc787830300000
270,symbol,RoamingDomestic,U+E879,87,142,fccc687830300000
271,symbol,WifiHotspot,U+E88A,198,248,1092dfd757cf8200
272,symbol,USB,U+E88E,206,267,c4c4c4c4fc7c7c7c
273,symbol,InkingToolFill,U+E88F,261,263,3030000000fefefe
274,symbol,View,U+E890,175,211,10786b7bb2fe7800
275,symbol,HighlightFill,U+E891,327,338,7878780000ffffff
276,symbol,Previous,U+E892,205,229,c6e6b6bee6c68600
277,symbol,Next,U+E893,204,229,869eb6b69e8e8200
278,symbol,Clear,U+E894,155,255,c6ec78387cce8703
279,symbol,Sync,U+E895,141,184,870707008382fe78
280,symbol,Download,U+E896,135,159,10387c5410101010
281,symbol,Help,U+E897,114,147,10103060c0c47c38
282,symbol,Upload,U+E898,160,206,101010dc7c387cfc
283,symbol,Emoji,U+E899,279,354,feefc7ffcfcefe78
284,symbol,TwoPage,U+E89A,283,352,ff3b3bbfbffe0000
285,symbol,LeaveChat,U+E89B,223,269,ffff83030303ff00
286,symbol,MailForward,U+E89C,279,328,ff83037befff0000
287,symbol,RotateCamera,U+E89E,324,379,9e0bffbfbcfcfc00
288,symbol,ClosePane,U+E89F,259,331,fffff3fbf3ff0000
289,symbol,ClosePane,U+E89F,259,331,fffff3fbf3ff0000
290,symbol,OpenPane,U+E8A0,260,332,ffffdbfbd3ff0000
291,symbol,PreviewLink,U+E8A1,429,536,ffffffffffffff00
292,symbol,PreviewLink,U+E8A1,429,536,ffffffffffffff00
293,symbol,AttachCamera,U+E8A2,356,439,fefefe9fffffff00
294,symbol,ZoomIn,U+E8A3,233,314,c0fc7e6b7f6b3e1c
295,symbol,Bookmarks,U+E8A4,194,225,ff00c0f0f0ff0000
296,symbol,NewFile,U+E8A5,183,210,868686868686fefc
297,symbol,NewFile,U+E8A5,183,210,868686868686fefc
298,symbol,ProtectedDocument,U+E8A6,233,274,36f6e6e68686fefc
299,symbol,OpenInNewWindow,U+E8A7,221,270,ff8383c3ffbf8000
300,symbol,MailFill,U+E8A8,551,609,ffffffffffff0000
301,symbol,ViewAll,U+E8A9,384,384,fe9292fe9292fe00
302,symbol,VideoChat,U+E8AA,327,412,ffffffffffffff00
303,symbol,Switch,U+E8AB,153,216,feff0680ffff8000
304,symbol,Rename,U+E8AC,270,354,e0ffffdfffe0e000
305,symbol,SourceControl,U+E8AD,101,164,060c183060c0e0f0
306,symbol,SourceControl,U+E8AD,101,164,060c183060c0e0f0
307,symbol,SurfaceHub,U+E8AE,300,366,fcfcfefe8282fefe
308,symbol,Remote,U+E8AF,122,164,0c98d86c3660c080
309,symbol,Click,U+E8B0,173,260,7cfcec6c3c1c0c04
310,symbol,Shuffle,U+E8B1,167,219,81efbcb8efc38000
311,symbol,Movies,U+E8B2,266,302,ff87878787ffff00
312,symbol,SelectAll,U+E8B3,319,406,7fffd7ffd7ffffff
313,symbol,SelectAll,U+E8B3,319,406,7fffd7ffd7ffffff
314,symbol,Orientation,U+E8B4,248,327,ff63637f7fdbdfdf
315,symbol,Import,U+E8B5,122,133,000406ff06040000
316,symbol,ImportAll,U+E8B6,192,234,00e4e6ffe6e40000
317,symbol,Folder,U+E8B7,201,223,868686868686fefe
318,symbol,Webcam,U+E8B8,168,225,434c7878687b8787
319,symbol,Picture,U+E8B9,409,505,ffffffc7ffffff00
320,symbol,Caption,U+E8BA,361,434,ffff8787ffffff00
321,symbol,ChromeClose,U+E8BB,253,259,c6ec78387cce8703
322,symbol,ShowResults,U+E8BC,223,281,fcfffd00fcfdff00
323,symbol,Message,U+E8BD,205,248,ffff03030303ff00
324,symbol,Leaf,U+E8BE,191,230,10387cd4d47c3810
325,symbol,CalendarDay,U+E8BF,433,513,ff87ffffffffff84
326,symbol,CalendarWeek,U+E8C0,373,462,bfbfbfbfffffff84
327,symbol,Characters,U+E8C1,238,299,1e1e6cfcf0f8f800
328,symbol,MailReplyAll,U+E8C2,292,351,ffe3037befff0000
329,symbol,Read,U+E8C3,209,237,0303ffff03ce7800
330,symbol,ShowBcc,U+E8C4,152,182,f800f8f0f2ff0000
331,symbol,HideBcc,U+E8C5,81,82,000007fa00000000
332,symbol,Cut,U+E8C6,157,205,fc78383030786848
333,symbol,PaymentCard,U+E8C7,280,331,ff03c303ffffff00
334,symbol,Copy,U+E8C8,263,310,0e0a0acacafa3e1e
335,symbol,Important,U+E8C9,118,120,3030303030303000
336,symbol,MailReply,U+E8CA,287,336,ffc3037befff0000
337,symbol,Sort,U+E8CB,184,253,fcccccccccdedecc
338,symbol,MobileTablet,U+E8CC,255,321,ffff3b0b0ffefe00
339,symbol,DisconnectDrive,U+E8CD,308,336,ff3810ff83ffff00
340,symbol,MapDrive,U+E8CE,339,370,ff7c38ff83ffff00
341,symbol,ContactPresence,U+E8CF,190,238,c2c26e3c64647c38
342,symbol,GotoToday,U+E8D1,302,371,3b3b3b3bffffffc4
343,symbol,Font,U+E8D2,195,242,98f0fa7e6c0c0c00
344,symbol,FontColor,U+E8D3,156,195,c44c7c6838383000
345,symbol,Contact2,U+E8D4,317,357,ce7a7ece4e7afe00
346,symbol,FolderFill,U+E8D5,724,725,fefefefefefefefc
347,symbol,Music,U+E8D6,218,263,f8fe3e3efc1c0c00
348,symbol,Music,U+E8D6,218,263,f8fe3e3efc1c0c00
349,symbol,Permissions,U+E8D7,232,290,e0fcfe63676f3e1c
350,symbol,DisableUpdates,U+E8D8,184,245,e6e3c0000783ff78
351,symbol,Unfavorite,U+E8D9,340,390,fcfcfcfeff303010
352,symbol,Unfavorite,U+E8D9,340,390,fcfcfcfeff303010
353,symbol,OpenLocal,U+E8DA,213,241,868f86868686fefe
354,symbol,Italic,U+E8DB,129,148,3c1810303020f000
355,symbol,Underline,U+E8DC,234,253,7ccccccccccccc00
356,symbol,Bold,U+E8DD,412,471,fcdcfc7cfcfcfc00
357,symbol,MoveToFolder,U+E8DE,229,271,868686c6e6c6fefe
358,symbol,LikeDislike,U+E8DF,224,291,18f8fcdc3f233e3e
359,symbol,Dislike,U+E8E0,186,230,3c6fcf0302fe3c00
360,symbol,Like,U+E8E1,200,253,ff830307df70e040
361,symbol,AlignRight,U+E8E2,264,268,ff00fcff00fcff00
362,symbol,AlignCenter,U+E8E3,284,284,ff00feff00feff00
363,symbol,AlignLeft,U+E8E4,284,288,ff00ffff00ffff00
364,symbol,OpenFile,U+E8E5,225,259,82c28282e2e27e3e
365,symbol,ClearSelection,U+E8E6,151,221,bee262e28282fe00
366,symbol,FontDecrease,U+E8E7,107,135,78383830100080c0
367,symbol,FontIncrease,U+E8E8,176,216,c44c7c6838f8b000
368,symbol,FontSize,U+E8E9,218,274,1f9efeb6e4e06000
369,symbol,CellPhone,U+E8EA,218,239,b48484848484fcfc
370,symbol,Tag,U+E8EC,167,253,3c6ec78306ccf8f0
371,symbol,RepeatOne,U+E8ED,227,275,fe3b333373fefc40
372,symbol,RepeatAll,U+E8EE,184,230,fe0b030343fefc40
373,symbol,RepeatAll,U+E8EE,184,230,fe0b030343fefc40
374,symbol,Calculator,U+E8EF,346,409,fefed6fefefefefe
375,symbol,Directions,U+E8F0,145,175,3838101038383010
376,symbol,Library,U+E8F1,395,444,9edededefefe7e00
377,symbol,ChatBubbles,U+E8F2,301,366,ffff838383fffefe
378,symbol,PostUpdate,U+E8F3,275,350,f8f8fefefff80000
379,symbol,NewFolder,U+E8F4,169,200,9f8404040404fcfc
380,symbol,CalendarReply,U+E8F5,317,417,dfffbfbfffffff84
381,symbol,UnsyncFolder,U+E8F6,258,319,9f9f9f868686fefe
382,symbol,SyncFolder,U+E8F7,233,288,9f9f9e868686fefe
383,symbol,BlockContact,U+E8F8,218,278,e3e3e63c26263e1c
384,symbol,SwitchApps,U+E8F9,268,358,ffffffffffff0000
385,symbol,AddFriend,U+E8FA,193,241,c2c26e3c64647c38
386,symbol,Accept,U+E8FB,97,116,0c1e3360c0800000
387,symbol,GoToStart,U+E8FC,274,348,38ffffffffffff00
388,symbol,BulletedList,U+E8FD,256,322,ff00fffdfdff0000
389,symbol,BulletedList,U+E8FD,256,322,ff00fffdfdff0000
390,symbol,Scan,U+E8FE,193,256,07fffefe701c0400
391,symbol,Preview,U+E8FF,151,196,86868686e6f67e3e
392,symbol,Group,U+E902,231,292,4c78786bfece8600
393,symbol,World,U+E909,389,470,bebfbfefefdefe78
394,symbol,World,U+E909,389,470,bebfbfefefdefe78
395,symbol,Comment,U+E90A,247,305,ffff037b7b03ff00
396,symbol,MusicInfo2,U+E90B,288,350,ffc0ffffffff0000
397,symbol,MusicInfo2,U+E90B,288,350,ffc0ffffffff0000
398,symbol,DockLeft,U+E90C,210,270,ffff0f0f0fff0000
399,symbol,DockRight,U+E90D,210,270,ffffc3c3c3ff0000
400,symbol,DockBottom,U+E90E,237,306,ffffff0303ff0000
401,symbol,Repair,U+E90F,191,249,1b36ecd8d0f0f0e0
402,symbol,Accounts,U+E910,251,332,96fb6f6f7bfafe78
403,symbol,DullSound,U+E911,67,83,0000000010787838
404,symbol,Street,U+E913,304,358,ffb6f6ffbfe74600
405,symbol,Printer3D,U+E914,274,332,ffff7f6f0f0cfc00
406,symbol,RadioBullet,U+E915,137,145,0030787838000000
407,symbol,Stopwatch,U+E916,211,256,8682721296fcf838
408,symbol,AlarmClock,U+E919,147,147,4c4c4c4c7c000000
409,symbol,Photo,U+E91B,361,434,ffff8787ffffff00
410,symbol,ActionCenter,U+E91C,178,238,ff0303030303ffff
411,symbol,FullCircleMask,U+E91F,799,815,fefffffffffefe78
412,symbol,ChromeMinimize,U+E921,120,120,000000ff00000000
413,symbol,ChromeMaximize,U+E922,224,224,030303030303ffff
414,symbol,ChromeRestore,U+E923,376,376,c3c3c3c3fffffcfc
415,symbol,Annotation,U+E924,246,325,fe0cffff66c4fcfc
416,symbol,Swipe,U+E927,308,361,8c8eeefcf8fefe98
417,symbol,Fingerprint,U+E928,307,399,7c7cfcfcfe7c7c00
418,symbol,Handwriting,U+E929,269,355,feff0f1f3bffe0c0
419,symbol,ChromeBackToWindow,U+E92C,273,275,161c1efe70f0b000
420,symbol,ChromeFullScreen,U+E92D,195,195,070f1b3060c0e0e0
421,symbol,KeyboardStandard,U+E92E,270,341,feffffffffff0000
422,symbol,KeyboardDismiss,U+E92F,185,236,feff030303ff0000
423,symbol,Completed,U+E930,185,242,861b3f67c382fe78
424,symbol,ChromeAnnotate,U+E931,345,362,fe0effff6206fefe
425,symbol,Label,U+E932,335,367,fe9ebefef6fefe00
426,symbol,IBeam,U+E933,120,123,1010101010107c00
427,symbol,FeedbackApp,U+E939,422,453,7e3e1c7cfcfcf0f0
428,symbol,MusicAlbum,U+E93C,324,360,7aeef6b6ce7afe00
429,symbol,Streaming,U+E93E,160,212,82cfbfbfff820000
430,symbol,Code,U+E943,174,209,c48486868484cc6c
431,symbol,ReturnToWindow,U+E944,220,277,ff8383c3ffff0000
432,symbol,LightningBolt,U+E945,210,283,1c387ef4ec6878f0
433,symbol,Info,U+E946,199,240,ce9313139392fe78
434,symbol,CalculatorMultiply,U+E947,157,232,c6ec78387cce8600
435,symbol,CalculatorAddition,U+E948,171,171,101010ff10101010
436,symbol,CalculatorSubtract,U+E949,90,90,000000ff00000000
437,symbol,CalculatorDivide,U+E94A,123,129,300000ff00103000
438,symbol,CalculatorSquareroot,U+E94B,112,135,0c1e1333206040c0
439,symbol,CalculatorPercentage,U+E94C,189,254,6cf8d8303e6b6f46
440,symbol,CalculatorNegate,U+E94D,163,191,fe1010fefe101000
441,symbol,CalculatorEqualTo,U+E94E,120,180,00ffff00ffff0000
442,symbol,CalculatorBackspace,U+E94F,216,284,fc9ef763f6fcf800
443,symbol,Component,U+E950,315,331,ff86878787fffebc
444,symbol,DMC,U+E951,215,296,38387c7c7c7c7c78
445,symbol,Dock,U+E952,288,351,f83fffe3e3ffff00
446,symbol,MultimediaDMS,U+E953,213,303,fcfcfc7c7c6c7c7c
447,symbol,MultimediaDVR,U+E954,329,397,38ffffff7fffff00
448,symbol,MultimediaPMP,U+E955,300,339,fae2fafae2fefee0
449,symbol,PrintfaxPrinterFile,U+E956,432,515,fefefefefafa7e3e
450,symbol,Sensor,U+E957,282,326,b48484fc78fcfe78
451,symbol,StorageOptical,U+E958,180,230,86033b3b3382fe78
452,symbol,Communications,U+E95A,280,351,c7ffbffffffefc00
453,symbol,Headset,U+E95B,227,274,3ccececec686fc78
454,symbol,Projector,U+E95D,238,324,82ffffefffff0000
455,symbol,Health,U+E95E,249,312,78ccb6ff4f33fe00
456,symbol,Wire,U+E95F,229,255,f494d4d4dcc88000
457,symbol,Webcam2,U+E960,297,365,fcb6face7abefc78
458,symbol,Input,U+E961,321,433,feffffffffffc0c0
459,symbol,Mouse,U+E962,224,258,c68686869696fe7c
460,symbol,Smartcard,U+E963,349,409,fff3f3f3f3ffff00
461,symbol,MediaStorageTower,U+E965,188,258,7c7c7c7c7c6c7c7c
462,symbol,GameConsole,U+E967,210,305,00ffffffffff0000
463,symbol,Network,U+E968,242,317,7c7c7c7c7c7c7c7c
464,symbol,StorageNetworkWireless,U+E969,269,331,3cfcfcbcf4e4bc3c
465,symbol,StorageTape,U+E96A,331,386,ffffffff03ff0000
466,symbol,ChevronUpSmall,U+E96D,221,255,82c7eefc78300000
467,symbol,ChevronDownSmall,U+E96E,221,255,10387cfecf870000
468,symbol,ChevronLeftSmall,U+E96F,221,255,f0783c1c3870e040
469,symbol,ChevronRightSmall,U+E970,221,255,1c3870f0783c1c0c
470,symbol,ChevronUpMed,U+E971,114,145,000386cc78300000
471,symbol,ChevronDownMed,U+E972,114,145,3078ecc683000000
472,symbol,ChevronLeftMed,U+E973,114,145,30180c0c18306040
473,symbol,ChevronRightMed,U+E974,114,145,3870e0c060301808
474,symbol,Devices2,U+E975,290,340,feff1efef6fefe00
475,symbol,ExpandTile,U+E976,174,226,005f7ffb7f5f0000
476,symbol,PC1,U+E977,312,404,ffff0f0bfb1f1f00
477,symbol,Reply,U+E97A,143,173,c08098cc7e0c1800
478,symbol,Type,U+E97C,363,425,ffc7c7ffff18f800
479,symbol,ConstructionCone,U+E98F,177,240,fcfc7c7878783800
480,symbol,XboxOneConsole,U+E990,223,286,00feffffffff0000
481,symbol,Volume0,U+E992,138,177,0c0f0b0b0f0c0800
482,symbol,Volume1,U+E993,164,212,0c2f2b2b2f0c0800
483,symbol,Volume2,U+E994,217,279,4cefababef4c0800
484,symbol,Volume3,U+E995,227,293,ccefababefcc8800
485,symbol,BatteryUnknown,U+E996,103,179,fefeb2fefe000000
486,symbol,WifiAttentionOverlay,U+E998,100,108,1e1e0c0c00000000
487,symbol,Robot,U+E99A,256,333,fefefceefe7c3010
488,symbol,TapAndSend,U+E9A1,221,290,3030feef3b131f1f
489,symbol,FitPage,U+E9A6,284,341,ffcf8787c7ffff00
490,symbol,PasswordKeyShow,U+E9A8,120,188,78fcccccfc7c0000
491,symbol,PasswordKeyHide,U+E9A9,193,291,fefccfcffcfeb732
492,symbol,BidiLtr,U+E9AA,290,342,c2c6cefededaf000
493,symbol,BidiRtl,U+E9AB,264,315,98d858de9b1b3e00
494,symbol,ForwardSm,U+E9AC,103,116,2060fcfc60000000
495,symbol,Frigid,U+E9CA,187,251,7c7c383828283838
496,symbol,Unknown,U+E9CE,212,275,de931333abbafe78
497,symbol,AreaChart,U+E9D2,309,348,febefef6fe420200
498,symbol,CheckList,U+E9D5,268,345,ff06fffffeff0400
499,symbol,Diagnostic,U+E9D9,275,303,021ede723232fe00
500,symbol,Equalizer,U+E9E9,353,386,ffc00eff3effff30
501,symbol,Process,U+E9F3,98,137,86000303018a8e0e
502,symbol,Processing,U+E9F5,218,273,f030beff9b1f0e00
503,symbol,ReportDocument,U+E9F9,345,427,fefeeee6e6e67e3e
504,symbol,VideoSolid,U+EA0C,394,420,007fffffff7f0000
505,symbol,Shield,U+EA18,164,212,ec8683030383ff38
506,symbol,Info2,U+EA1F,128,135,3030303030303030
507,symbol,ActionCenterAsterisk,U+EA21,70,76,0000000002070f06
508,symbol,Beta,U+EA24,323,387,7c7cec7c3c3c3c18
509,symbol,SaveCopy,U+EA35,424,471,dcfefefe8efefe00
510,symbol,List,U+EA37,219,243,3f3f00ff00ff0000
511,symbol,Asterisk,U+EA38,226,258,32fe7c78feb23030
512,symbol,ErrorBadge,U+EA39,209,295,866b7b3b7b82fe78
513,symbol,CircleRing,U+EA3A,132,170,860303030382fe78
