index,kind,name,codepoint,ink,light,sig
0,text,CONTROL-TEXT,0,272,318,2dadbfbff3f30000
1,blank,CONTROL-BLANK,0,0,0,0000000000000000
2,symbol,GlobalNavButton,U+E700,180,180,ff00ff00ffff0000
3,symbol,Wifi,U+E701,173,216,fefc7cf8f0c00000
4,symbol,Bluetooth,U+E702,175,222,78f87078f8703000
5,symbol,Connect,U+E703,188,240,ff09090ffefe0000
6,symbol,InternetSharing,U+E704,198,248,1092dfd757cf8200
7,symbol,VPN,U+E705,201,271,3828fefffffe0000
8,symbol,Brightness,U+E706,211,276,d6fc7cef7cfe9610
9,symbol,MapPin,U+E707,219,254,8296d6fc10383838
10,symbol,QuietHours,U+E708,142,183,cf9c3030a0a0e020
11,symbol,Airplane,U+E709,246,332,387fffffff383c1c
12,symbol,Tablet,U+E70A,200,227,ff33030303ffff00
13,symbol,QuickNote,U+E70B,187,209,0e0e0e020202fe00
14,symbol,RememberedDevice,U+E70C,312,347,ffffff8782fe0000
15,symbol,ChevronDown,U+E70D,89,116,003078cc86030000
16,symbol,ChevronUp,U+E70E,89,117,000386cc78300000
17,symbol,Edit,U+E70F,176,229,1f366cd8b0e0c080
18,symbol,Add,U+E710,171,171,3030ffff30303030
19,symbol,Cancel,U+E711,145,233,c6ec78387cce8600
20,symbol,More,U+E712,42,50,0000b2b600000000
21,symbol,Setting,U+E713,272,346,feb7ffefbffefc78
22,symbol,Setting,U+E713,272,346,feb7ffefbffefc78
23,symbol,Video,U+E714,178,258,7fffc3c3ff7f0000
24,symbol,Mail,U+E715,285,325,ff03137fcfff0000
25,symbol,People,U+E716,210,268,3e1e16beecb0f0e0
26,symbol,Phone,U+E717,188,235,38fc9e0f0f1b0f06
27,symbol,Pin,U+E718,146,200,1038f81ff8380000
28,symbol,Shop,U+E719,275,330,e2e2e2e2fefe7c7c
29,symbol,Stop,U+E71A,159,159,020202020202fe00
30,symbol,Link,U+E71B,216,270,f0183efbf33e0000
31,symbol,Filter,U+E71C,204,249,3838386cc683ff00
32,symbol,AllApps,U+E71D,316,376,ff07ff07ff07ff07
33,symbol,Zoom,U+E71E,188,251,c0fc7e6363633e1c
34,symbol,ZoomOut,U+E71F,212,287,c0fc7e637f633e1c
35,symbol,Microphone,U+E720,245,320,fefeeeee6c6c7c78
36,symbol,Search,U+E721,146,196,06fcf8180818f8f0
37,symbol,Search,U+E721,146,196,06fcf8180818f8f0
38,symbol,Camera,U+E722,300,364,ff7b4fcf7fffff00
39,symbol,Attach,U+E723,243,326,f8f8f8f8f8f83838
40,symbol,Send,U+E724,266,316,0f3ef2fef23f0701
41,symbol,SendFill,U+E725,416,463,0f3efefefe3f0701
42,symbol,WalkSolid,U+E726,308,348,7c783cfcfc383000
43,symbol,InPrivate,U+E727,377,452,ffdb6fb7ffffff00
44,symbol,FavoriteList,U+E728,209,276,fc1cecfeff303010
45,symbol,PageSolid,U+E729,766,775,fefefefefefe7e3e
46,symbol,Forward,U+E72A,152,178,60c0ffffc0603000
47,symbol,Back,U+E72B,162,188,180cfeff060c1800
48,symbol,Refresh,U+E72C,137,179,86030303038ace4e
49,symbol,Share,U+E72D,251,328,ffe7ffff9ff9e060
50,symbol,Lock,U+E72E,222,245,868686fecccc7c38
51,symbol,ReportHacked,U+E730,214,269,fc9693131393ff38
52,symbol,EMI,U+E731,294,360,fcfcf4fcfcfcfc00
53,symbol,Blocked,U+E733,147,147,4c4c4c4c7c000000
54,symbol,Favorite,U+E734,217,283,fc7cccfeff303010
55,symbol,Favorite,U+E734,217,283,fc7cccfeff303010
56,symbol,FavoriteStarFill,U+E735,375,404,fc7cfcfeff303010
57,symbol,ReadingMode,U+E736,392,426,ff9797979797ff00
58,symbol,Favicon,U+E737,253,300,ff030303ffffff00
59,symbol,Remove,U+E738,90,90,0000ffff00000000
60,symbol,Checkbox,U+E739,117,171,030303030303ffff
61,symbol,CheckboxComposite,U+E73A,182,261,0b1f3763c303ffff
62,symbol,CheckboxFill,U+E73B,900,900,ffffffffffffffff
63,symbol,CheckboxIndeterminate,U+E73C,289,357,78fcfcfcfc7c0000
64,symbol,CheckMark,U+E73E,77,104,081c3662c0800000
65,symbol,BackToWindow,U+E73F,122,192,1e1c1ee0e0e0a000
66,symbol,FullScreen,U+E740,121,173,060e1a3060c0e000
67,symbol,ResizeTouchLarger,U+E741,113,159,f0e0f0b81c0e0400
68,symbol,ResizeTouchSmaller,U+E742,138,184,c0e0703e1e1e1e00
69,symbol,SwitchUser,U+E748,221,276,e3e3e63c26263e1c
70,symbol,Print,U+E749,253,363,cfff7fffffccfcfc
71,symbol,Up,U+E74A,162,188,303030b2f67c3810
72,symbol,Down,U+E74B,152,178,78fcb63230303030
73,symbol,OEM,U+E74C,325,356,9292fefeb2befe40
74,symbol,Delete,U+E74D,375,423,bebebebebefefe38
75,symbol,Save,U+E74E,347,383,7e7e7afe8686fe00
76,symbol,Mute,U+E74F,200,259,0cafebebaf0c0800
77,symbol,Cloud,U+E753,184,216,fe030383ce780000
78,symbol,Flashlight,U+E754,198,263,80c0fff3ffc00000
79,symbol,RotationLock,U+E755,218,275,fefff3660c98f060
80,symbol,CommandPrompt,U+E756,341,384,ff9ff77f4bffff00
81,symbol,CommandPrompt,U+E756,341,384,ff9ff77f4bffff00
82,symbol,EraseTool,U+E75C,182,227,76fb8e0c98f06000
83,symbol,GripperTool,U+E75E,552,588,fcfcfcfcfcfcfc78
84,symbol,Dialpad,U+E75F,197,235,30fcfcfcfcf4fc00
85,symbol,PageLeft,U+E760,189,242,ccb61a1ab2c6fc00
86,symbol,PageRight,U+E761,191,240,cc963262b2c6fc00
87,symbol,MultiSelect,U+E762,208,255,f802fffcf2ff0400
88,symbol,Keyboard,U+E765,293,394,feffffffffff0000
89,symbol,Keyboard,U+E765,293,394,feffffffffff0000
90,symbol,KeyboardSplit,U+E766,249,341,feffefefefff0000
91,symbol,Volume,U+E767,227,295,ccefebabefcc8800
92,symbol,Play,U+E768,157,207,1c7ceccc7c3c0c00
93,symbol,Pause,U+E769,104,156,6868686868686800
94,symbol,ChevronLeft,U+E76B,89,117,30180c0c18306040
95,symbol,ChevronRight,U+E76C,89,117,183060c06030180c
96,symbol,InkingTool,U+E76D,222,262,38787ccc86fe0202
97,symbol,Emoji2,U+E76E,215,275,feef034bcf82fe78
98,symbol,GripperBarHorizontal,U+E76F,120,120,0000ffffff000000
99,symbol,Laptop,U+E770,267,293,fffefe8686fe0000
100,symbol,Laptop,U+E770,267,293,fffefe8686fe0000
101,symbol,Personalize,U+E771,275,338,ff3f7bf3ffc08000
102,symbol,Devices,U+E772,369,490,f0f0ffffffffffff
103,symbol,Globe,U+E774,354,458,ceffffcfffcefe78
104,symbol,TimeLanguage,U+E775,295,384,fefefef37f2f3e1c
105,symbol,EaseOfAccess,U+E776,169,212,66c393fb131e1c00
106,symbol,UpdateRestore,U+E777,137,179,860300000783ff78
107,symbol,HangUp,U+E778,239,293,7810d7dffffe7c00
108,symbol,ContactInfo,U+E779,205,258,f1f31efe1aee0000
109,symbol,Unpin,U+E77A,204,279,f6fcecdebce06000
110,symbol,Account,U+E77B,206,256,86ec7ccc84c4fc78
111,symbol,Account,U+E77B,206,256,86ec7ccc84c4fc78
112,symbol,Memo,U+E77C,175,227,00feff3bffce0000
113,symbol,IncomingCall,U+E77E,234,296,f8fc1eeefaae0400
114,symbol,Paste,U+E77F,298,331,121212f2fefefe18
115,symbol,PhoneBook,U+E780,335,405,fef2fa7e1e1efefe
116,symbol,LEDLight,U+E781,178,239,fc6c6cef7cfe9610
117,symbol,Error,U+E783,198,243,ce9313139392fe78
118,symbol,GripperBarVertical,U+E784,120,180,3838383838383838
119,symbol,Unlock,U+E785,210,229,868686fec0cc7c38
120,symbol,Slideshow,U+E786,397,481,ffffbfbfffffff00
121,symbol,Slideshow,U+E786,397,481,ffffbfbfffffff00
122,symbol,Calendar,U+E787,293,392,3fbfbfbfffffff84
123,symbol,GripperResize,U+E788,15,22,c080000000000000
124,symbol,Megaphone,U+E789,188,229,bcfe0f07ffe00000
125,symbol,Trim,U+E78A,187,266,ccccffffffcccc00
126,symbol,NewWindow,U+E78B,294,309,fe92baba82fe0000
127,symbol,SaveLocal,U+E78C,334,394,7030fcfcfcfcfcfc
128,symbol,SaveLocal,U+E78C,334,394,7030fcfcfcfcfcfc
129,symbol,Palette,U+E790,249,308,f870df8fdfdafe78
130,symbol,Palette,U+E790,249,308,f870df8fdfdafe78
131,symbol,DataSense,U+E791,193,257,f0febefcf0e00000
132,symbol,DataSense,U+E791,193,257,f0febefcf0e00000
133,symbol,SaveAs,U+E792,403,479,feeefefefee6fe00
134,symbol,Theme,U+E793,241,314,d6fc7cff7cfe9610
135,symbol,Theme,U+E793,241,314,d6fc7cff7cfe9610
136,symbol,Effects,U+E794,147,147,4c4c4c4c7c000000
137,symbol,AspectRatio,U+E799,228,309,ffcfcfcfcfffff00
138,symbol,ScreenCapture,U+E7A0,147,147,4c4c4c4c7c000000
139,symbol,ScreenShot,U+E7A1,147,147,4c4c4c4c7c000000
140,symbol,ScreenShot,U+E7A1,147,147,4c4c4c4c7c000000
141,symbol,DataSenseBar,U+E7A5,22,24,0000000080808000
142,symbol,Redo,U+E7A6,163,204,30180c06e6e6fcb8
143,symbol,Undo,U+E7A7,170,209,3060c0809e9efe7e
144,symbol,Crop,U+E7A8,334,369,fc8c9cb4e4ff8404
145,symbol,PhotoCollection,U+E7AA,147,147,4c4c4c4c7c000000
146,symbol,OpenWith,U+E7AC,312,329,ff87c7ff03ffff00
147,symbol,Rotate,U+E7AD,156,201,e000383b3382fe78
148,symbol,RedEye,U+E7B3,218,281,30fcfffffe780000
149,symbol,RedEye,U+E7B3,218,281,30fcfffffe780000
